date,description,amount
2025-09-06,Spotify Premium,-324.57
2025-11-05,Walmart Supercenter,-230.21
2025-08-30,Restaurant Dinner,-457.98
2025-07-23,Electric Bill,-293.56
2025-12-03,Netflix Subscription,-61.84
2025-10-13,Uber Ride,-496.61
2026-04-26,Home Depot,-219.15
2026-03-23,Starbucks Coffee,-478.99
2026-02-22,Payroll Direct Deposit,7840.19
2026-02-21,Flight Booking,-110.15
2026-03-25,Payroll Direct Deposit,3063.98
2026-02-12,Amazon Purchase,-185.09
2025-08-07,Shell Gas Station,-101.15
2026-04-13,Internet Service,-147.38
2025-10-11,Electric Bill,-348.01
2025-10-26,Doctor Visit Copay,-221.31
2025-08-13,Chipotle Mexican Grill,-390.43
2026-01-20,Rent Payment,-2642.16
2026-02-23,Chipotle Mexican Grill,-466.55
2025-09-07,Apple iTunes,-427.78
2026-03-14,Netflix Subscription,-134.48
2026-05-06,Hotel Stay,-168.77
2026-03-16,CVS Pharmacy,-198.14
2025-07-22,Payroll Direct Deposit,7768.32
2025-12-11,Gas Station,-116.25
2026-01-18,Whole Foods Market,-100.43
2025-08-18,Software Subscription,-255.97
2025-09-30,Insurance Premium,-472.09
2026-04-19,Hotel Stay,-439.62
2025-07-24,Hotel Stay,-99.69
2025-11-16,Flight Booking,-349.3
2026-04-23,Spotify Premium,-238.33
2026-02-13,Internet Service,-80.63
2026-02-03,Gym Membership,-390.32
2026-02-23,Chipotle Mexican Grill,-103.88
2025-07-14,Amazon Purchase,-309.97
2026-04-10,Restaurant Dinner,-255.15
2025-09-03,Shell Gas Station,-225.6
2025-11-04,Whole Foods Market,-72.23
2026-02-09,Home Depot,-499.73
2026-01-16,Gas Station,-398.41
2026-05-23,Gym Membership,-128.58
2025-10-12,Hotel Stay,-288.02
2026-01-11,Chipotle Mexican Grill,-279.21
2025-12-25,Hotel Stay,-173.09
2026-04-03,Restaurant Dinner,-135.26
2025-09-10,Shell Gas Station,-345.42
2026-03-22,Spotify Premium,-310.52
2025-12-10,Internet Service,-360.17
2026-05-20,Apple iTunes,-294.68
2025-09-26,Flight Booking,-122.05
2025-09-05,Electric Bill,-109.96
2026-02-20,Electric Bill,-159.17
2026-03-18,Starbucks Coffee,-258.8
2025-09-27,Doctor Visit Copay,-215.12
2025-09-14,Amazon Purchase,-281.98
2026-02-02,Home Depot,-411.09
2026-02-16,Restaurant Dinner,-361.14
2026-03-22,Target Store,-460.72
2026-04-02,Chipotle Mexican Grill,-373.64
2026-04-14,Grocery Store,-96.84
2026-03-01,Rent Payment,-2577.22
2025-11-02,Hotel Stay,-205.08
2025-10-07,Whole Foods Market,-311.77
2026-05-02,Software Subscription,-337.15
2026-03-28,Target Store,-260.77
2025-10-19,Software Subscription,-197.29
2026-03-09,Electric Bill,-362.57
2026-03-13,Restaurant Dinner,-46.36
2026-03-01,Apple iTunes,-110.66
2025-12-02,Electric Bill,-227.74
2026-01-14,Starbucks Coffee,-53.44
2025-12-05,Gas Station,-92.54
2026-05-17,Grocery Store,-116.33
2025-10-27,Spotify Premium,-106.95
2025-11-15,Chipotle Mexican Grill,-186.54
2025-12-30,Restaurant Dinner,-141.73
2026-03-11,Payroll Direct Deposit,4401.9
2026-04-05,Restaurant Dinner,-199.39
2026-03-16,Dental Cleaning,-266.26
2026-05-25,CVS Pharmacy,-47.84
2026-04-05,Uber Ride,-8.14
2026-01-28,Internet Service,-495.59
2026-05-13,Parking Fee,-271.56
2025-10-17,Target Store,-336.7
2026-03-05,Hotel Stay,-137.45
2025-09-07,Insurance Premium,-325.76
2025-09-12,Home Depot,-293.69
2025-07-11,Gym Membership,-352.25
2025-12-28,Insurance Premium,-466.91
2025-08-24,Chipotle Mexican Grill,-284.62
2026-03-06,Walmart Supercenter,-423.04
2026-02-01,Whole Foods Market,-296.22
2026-02-12,Home Depot,-79.46
2026-04-16,Dental Cleaning,-436.63
2026-03-16,Rent Payment,-1581.34
2025-11-14,Doctor Visit Copay,-477.66
2026-05-31,Starbucks Coffee,-45.85
2025-08-22,Uber Ride,-434.74
2025-09-20,CVS Pharmacy,-162.32
2025-08-30,Hotel Stay,-27.39
2026-04-02,Uber Ride,-30.39
2025-11-26,Electric Bill,-452.26
2025-07-01,Amazon Purchase,-114.09
2026-02-21,Doctor Visit Copay,-250.9
2025-11-22,Spotify Premium,-13.67
2026-04-01,Parking Fee,-486.01
2026-01-23,Insurance Premium,-466.56
2025-12-23,Software Subscription,-464.35
2025-07-16,Starbucks Coffee,-471.96
2025-08-26,Electric Bill,-181.8
2026-03-13,Hotel Stay,-432.47
2025-09-21,Gas Station,-491.96
2025-09-06,Insurance Premium,-402.4
2026-04-09,Restaurant Dinner,-84.51
2025-09-01,Internet Service,-50.62
2026-05-29,Doctor Visit Copay,-385.52
2026-03-28,Target Store,-276.62
2026-02-05,Dental Cleaning,-295.09
2025-07-05,Payroll Direct Deposit,5999.94
2025-11-10,CVS Pharmacy,-207.82
2026-01-09,Chipotle Mexican Grill,-499.11
2026-03-28,Home Depot,-301.66
2026-02-10,Gas Station,-462.97
2026-03-18,Whole Foods Market,-248.36
2025-11-05,Uber Ride,-115.3
2025-12-20,Parking Fee,-356.98
2025-07-17,Flight Booking,-354.88
2026-01-26,Shell Gas Station,-95.61
2025-08-21,Grocery Store,-273.28
2026-05-10,Doctor Visit Copay,-128.14
2026-01-08,Uber Ride,-273.5
2026-04-19,Apple iTunes,-261.9
2025-09-28,Doctor Visit Copay,-242.2
2025-11-20,Insurance Premium,-209.28
2026-03-06,Whole Foods Market,-42.32
2025-07-07,Payroll Direct Deposit,5535.11
2025-07-17,Dental Cleaning,-9.54
2026-04-20,Grocery Store,-277.47
2025-11-11,Grocery Store,-396.01
2026-01-18,Spotify Premium,-182.5
2026-05-09,Grocery Store,-70.26
2025-11-09,Software Subscription,-178.68
2025-11-07,Payroll Direct Deposit,3769.68
2025-07-21,Electric Bill,-97.78
2025-07-12,Insurance Premium,-296.23
2025-12-10,Payroll Direct Deposit,5878.16
2025-11-23,Doctor Visit Copay,-103.69
2026-02-15,Starbucks Coffee,-88.66
2025-10-08,CVS Pharmacy,-360.19
2025-10-18,Amazon Purchase,-147.1
2025-09-13,Grocery Store,-251.89
2026-03-29,Restaurant Dinner,-105.66
2025-10-03,Parking Fee,-62.05
2026-03-18,Flight Booking,-377.51
2025-09-26,Electric Bill,-292.23
2025-08-24,Netflix Subscription,-257.93
2026-01-20,Walmart Supercenter,-201.77
2025-09-15,Amazon Purchase,-48.43
2026-03-23,Restaurant Dinner,-118.7
2026-05-01,CVS Pharmacy,-199.15
2025-11-06,Starbucks Coffee,-449.39
2025-12-15,Amazon Purchase,-113.35
2025-10-27,Spotify Premium,-233.61
2026-01-17,Spotify Premium,-249.11
2026-02-09,Doctor Visit Copay,-394.98
2026-01-05,Starbucks Coffee,-242.41
2026-01-31,Whole Foods Market,-271.59
2026-05-27,Dental Cleaning,-300.45
2026-03-16,CVS Pharmacy,-123.3
2026-05-26,Whole Foods Market,-322.62
2025-10-12,Starbucks Coffee,-16.82
2025-11-20,Restaurant Dinner,-498.3
2025-12-14,Doctor Visit Copay,-213.08
2026-01-23,Spotify Premium,-98.31
2025-07-17,Whole Foods Market,-416.44
2025-11-04,Starbucks Coffee,-371.89
2026-03-12,Home Depot,-306.79
2025-10-06,Netflix Subscription,-429.87
2026-01-17,Spotify Premium,-384.7
2025-10-16,Apple iTunes,-24.08
2026-04-25,Software Subscription,-190.76
2026-05-07,Spotify Premium,-190.56
2026-04-08,Shell Gas Station,-432.08
2025-09-29,Target Store,-276.92
2026-03-23,Starbucks Coffee,-391
2026-03-10,Payroll Direct Deposit,3985.6
2026-05-07,Internet Service,-147.87
2026-05-17,Electric Bill,-12.88
2026-01-01,Insurance Premium,-72.63
2025-07-31,Doctor Visit Copay,-50.36
2025-11-04,Doctor Visit Copay,-277.71
2026-02-06,Parking Fee,-485.27
2026-01-30,Netflix Subscription,-75.1
2025-11-24,Target Store,-135.22
2025-12-30,Whole Foods Market,-132.15
2026-01-11,Gym Membership,-76.1
2026-01-25,Payroll Direct Deposit,7233.6
2025-12-20,Home Depot,-409.42
2025-10-18,Shell Gas Station,-359.59
2026-03-06,Target Store,-125.06
2026-01-21,Netflix Subscription,-227.15
2025-08-18,Amazon Purchase,-158.59
2025-08-05,Apple iTunes,-117.35
2025-09-05,Flight Booking,-96.5
2026-04-23,Flight Booking,-148.4
2026-05-09,Grocery Store,-263.26
2026-04-07,Spotify Premium,-405.44
2026-01-31,Spotify Premium,-144.68
2025-07-22,Rent Payment,-2328.77
2026-05-14,Spotify Premium,-153.17
2026-05-11,Uber Ride,-179.66
2025-10-22,Chipotle Mexican Grill,-481.93
2026-05-19,Home Depot,-231.58
2026-03-08,Hotel Stay,-433.38
2025-08-22,Spotify Premium,-42.07
2026-01-02,CVS Pharmacy,-209.82
2026-02-27,Chipotle Mexican Grill,-25.68
2025-11-20,Doctor Visit Copay,-176.01
2026-03-26,Grocery Store,-220.19
2026-02-25,Shell Gas Station,-332.83
2025-09-05,Starbucks Coffee,-45.81
2025-12-21,Dental Cleaning,-60.35
2026-04-22,Walmart Supercenter,-367.12
2026-03-08,CVS Pharmacy,-461.81
2026-01-14,Electric Bill,-129.98
2025-07-17,Home Depot,-173.77
2025-12-08,Doctor Visit Copay,-422.25
2025-09-04,Uber Ride,-26.52
2025-08-21,Netflix Subscription,-174.39
2025-08-25,Electric Bill,-215.95
2025-10-12,Flight Booking,-28.49
2026-05-27,CVS Pharmacy,-208.59
2026-01-05,Doctor Visit Copay,-13.65
2025-11-10,Insurance Premium,-324.81
2026-04-11,Chipotle Mexican Grill,-255.81
2026-05-06,Uber Ride,-64.8
2026-04-06,Starbucks Coffee,-402.49
2026-02-18,Payroll Direct Deposit,3032.8
2026-01-30,Payroll Direct Deposit,5987.22
2025-10-19,Whole Foods Market,-393.94
2026-05-01,Walmart Supercenter,-254.14
2025-08-23,Apple iTunes,-184.49
2025-09-05,Apple iTunes,-350.22
2025-12-29,Doctor Visit Copay,-320.3
2025-08-07,Hotel Stay,-239.9
2025-12-20,Gas Station,-43.52
2026-05-22,Rent Payment,-2618.93
2025-10-24,Hotel Stay,-491.93
2025-09-24,Chipotle Mexican Grill,-439.32
2025-08-10,Whole Foods Market,-139.47
2026-05-19,CVS Pharmacy,-59.87
2026-03-19,Parking Fee,-44.29
2026-05-17,Whole Foods Market,-388.4
2026-02-15,Starbucks Coffee,-499.18
2025-10-26,Payroll Direct Deposit,3959.5
2025-09-07,Rent Payment,-2486.13
2026-03-27,Netflix Subscription,-54.66
2025-12-22,Apple iTunes,-399.19
2025-08-28,Amazon Purchase,-226.87
2026-05-08,Whole Foods Market,-484.37
2025-11-09,Whole Foods Market,-44.3
2026-01-20,Target Store,-192.18
2025-10-05,Uber Ride,-52.93
2025-09-12,Uber Ride,-279.38
2026-04-07,Uber Ride,-163.89
2026-01-06,Dental Cleaning,-287.03
2025-09-28,Whole Foods Market,-377.06
2026-05-12,Grocery Store,-240.03
2025-11-05,Payroll Direct Deposit,7009.86
2025-07-16,CVS Pharmacy,-336.62
2025-12-26,Restaurant Dinner,-454.66
2026-03-09,Shell Gas Station,-36.17
2026-03-27,Home Depot,-187.08
2026-05-19,Spotify Premium,-333.27
2025-07-15,Target Store,-58.27
2025-08-22,Uber Ride,-235.21
2026-05-25,Apple iTunes,-366.08
2025-12-09,Electric Bill,-251.61
2025-07-11,Flight Booking,-463.87
2026-01-09,Internet Service,-378.26
2025-12-14,Restaurant Dinner,-273.51
2026-02-10,Apple iTunes,-274.84
2026-05-09,Amazon Purchase,-232.7
2026-05-04,Home Depot,-39.58
2025-12-15,Whole Foods Market,-485.79
2025-08-21,Spotify Premium,-233.79
2025-10-11,Starbucks Coffee,-177.25
2025-08-12,Rent Payment,-2646.71
2025-08-11,Payroll Direct Deposit,5885.45
2025-11-01,Electric Bill,-423.77
2026-04-13,Spotify Premium,-409.42
2026-01-13,Netflix Subscription,-108.04
2025-12-17,Gym Membership,-394.3
2025-10-24,Grocery Store,-94.49
2026-03-03,Starbucks Coffee,-84.2
2025-09-09,Starbucks Coffee,-372.53
2025-10-16,Gym Membership,-442.5
2025-10-02,Software Subscription,-184.85
2025-10-24,Netflix Subscription,-92.64
2026-02-12,Grocery Store,-100.7
2026-04-20,Gym Membership,-131.47
2026-02-24,Electric Bill,-301.32
2025-11-21,Flight Booking,-249.69
2025-07-29,Hotel Stay,-22.72
2025-10-23,Spotify Premium,-307.36
2025-10-02,Shell Gas Station,-444.31
2026-02-24,Internet Service,-149.33
2025-08-28,Amazon Purchase,-412.19
2025-10-11,Home Depot,-231.9
2026-03-18,Gas Station,-196.42
2026-03-04,Parking Fee,-486.73
2025-07-15,Netflix Subscription,-95.78
2025-07-12,Insurance Premium,-153.62
2025-12-30,Rent Payment,-1398.16
2025-11-04,Starbucks Coffee,-359.64
2025-09-14,Electric Bill,-251.59
2026-05-04,Rent Payment,-2750.66
2026-03-30,Home Depot,-308.65
2025-12-19,Restaurant Dinner,-299.35
2026-04-16,Apple iTunes,-248.95
2025-10-18,Gas Station,-358.04
2025-08-16,Amazon Purchase,-144.93
2026-03-09,Netflix Subscription,-493.58
2026-03-05,Internet Service,-38.55
2026-04-22,Apple iTunes,-348.05
2026-03-15,Doctor Visit Copay,-56.32
2026-02-21,Starbucks Coffee,-298.7
2026-03-11,Apple iTunes,-382.22
2025-09-29,Insurance Premium,-464.55
2025-09-04,Target Store,-282.87
2025-09-01,Internet Service,-36.46
2026-02-09,Hotel Stay,-445.61
2025-09-15,Apple iTunes,-355.61
2025-07-07,Rent Payment,-1351.97
2026-05-10,Gas Station,-127.25
2026-02-20,Uber Ride,-87.77
2026-05-16,Internet Service,-350.78
2026-03-06,Spotify Premium,-110.98
2026-05-09,Netflix Subscription,-10.31
2026-05-07,Internet Service,-429.9
2025-09-16,Netflix Subscription,-267.87
2026-05-29,Software Subscription,-353.32
2025-07-24,Doctor Visit Copay,-373.6
2025-10-03,Amazon Purchase,-146.52
2026-03-25,Hotel Stay,-229.25
2025-09-16,Target Store,-169.96
2025-08-07,Whole Foods Market,-491.15
2025-09-21,Rent Payment,-2795.48
2025-07-19,CVS Pharmacy,-207.78
2025-07-02,Netflix Subscription,-442.8
2026-05-19,Target Store,-416.65
2025-11-21,Target Store,-329.16
2025-07-07,Amazon Purchase,-455.71
2025-10-15,Parking Fee,-397.6
2025-08-15,Parking Fee,-360.31
2025-11-23,Electric Bill,-103.71
2026-01-02,Home Depot,-390.97
2026-04-24,Hotel Stay,-487.33
2026-05-04,Walmart Supercenter,-275.47
2026-02-03,Uber Ride,-152.19
2025-10-09,Uber Ride,-146.62
2025-12-24,Parking Fee,-95.53
2025-08-07,Dental Cleaning,-416.76
2026-04-04,CVS Pharmacy,-477.57
2025-11-05,Amazon Purchase,-122.81
2025-09-02,Flight Booking,-475.82
2025-12-19,Shell Gas Station,-321.83
2026-02-13,Netflix Subscription,-441.5
2026-05-16,Parking Fee,-373.44
2026-03-13,Spotify Premium,-273.28
2025-08-02,Payroll Direct Deposit,3401.06
2026-05-04,Netflix Subscription,-218.78
2026-04-11,Dental Cleaning,-444.7
2025-07-11,CVS Pharmacy,-327.14
2026-03-30,Gas Station,-445.82
2026-02-06,Internet Service,-380.01
2025-08-12,Payroll Direct Deposit,5565.52
2026-04-11,Home Depot,-161.57
2025-10-10,Shell Gas Station,-365.68
2025-11-09,Flight Booking,-239.98
2025-08-18,Starbucks Coffee,-418.65
2026-05-15,Restaurant Dinner,-272.01
2025-08-26,Walmart Supercenter,-179.55
2025-08-29,Internet Service,-443.55
2026-03-19,Gas Station,-371.07
2026-01-03,Electric Bill,-9.33
2026-01-24,CVS Pharmacy,-198.26
2025-08-19,Payroll Direct Deposit,4856.88
2026-04-21,Starbucks Coffee,-90.48
2025-10-02,Target Store,-140.69
2025-07-25,Gas Station,-236.19
2026-05-04,Walmart Supercenter,-465.54
2026-01-07,Flight Booking,-204.79
2026-03-17,Payroll Direct Deposit,4757.46
2025-07-05,Shell Gas Station,-473.53
2026-05-20,Target Store,-220.46
2025-07-25,Parking Fee,-326.89
2026-04-13,Restaurant Dinner,-362.34
2026-04-07,Netflix Subscription,-155.61
2026-01-29,Software Subscription,-260.6
2026-03-27,Software Subscription,-21.35
2026-04-03,Doctor Visit Copay,-383.13
2026-02-07,Uber Ride,-27.49
2026-04-25,Uber Ride,-322.25
2025-07-08,Gym Membership,-499.67
2025-09-07,Grocery Store,-381.22
2026-05-25,Restaurant Dinner,-34.57
2026-03-02,Doctor Visit Copay,-110.53
2025-08-11,Restaurant Dinner,-479.08
2025-07-11,Electric Bill,-318.48
2026-05-18,Payroll Direct Deposit,5932.25
2026-01-04,Dental Cleaning,-486.11
2026-02-12,Target Store,-413.85
2025-11-15,Netflix Subscription,-400.97
2026-01-31,Home Depot,-308.17
2026-03-03,Software Subscription,-79.5
2026-01-12,Uber Ride,-191.78
2025-07-25,Rent Payment,-2543.06
2026-02-14,Amazon Purchase,-17.68
2026-05-27,Payroll Direct Deposit,7847.44
2025-12-10,Hotel Stay,-172.96
2025-10-16,Apple iTunes,-60.32
2025-11-21,Whole Foods Market,-413.97
2025-10-13,Netflix Subscription,-302
2025-09-28,Software Subscription,-448.65
2026-03-05,Flight Booking,-249.77
2026-05-15,Starbucks Coffee,-481.94
2025-12-31,Hotel Stay,-132.85
2026-04-03,Internet Service,-163.21
2026-04-18,Grocery Store,-125.11
2025-11-29,Doctor Visit Copay,-445.73
2026-03-04,Electric Bill,-344.07
2026-01-30,Hotel Stay,-306.23
2025-07-23,Gym Membership,-378.46
2026-04-05,Doctor Visit Copay,-313.7
2025-08-29,Dental Cleaning,-68.99
2025-11-21,Dental Cleaning,-421.25
2026-01-10,Doctor Visit Copay,-468.72
2025-12-21,Doctor Visit Copay,-393.38
2026-04-20,Flight Booking,-72.4
2025-09-17,Doctor Visit Copay,-169.16
2025-07-20,Whole Foods Market,-103.77
2026-02-09,Electric Bill,-430.5
2025-07-13,Grocery Store,-111.06
2025-12-17,Doctor Visit Copay,-65.73
2026-01-08,Shell Gas Station,-63.26
2026-02-09,Shell Gas Station,-320.53
2025-08-21,Uber Ride,-299.9
2025-11-18,Flight Booking,-271.36
2025-11-03,CVS Pharmacy,-114.04
2025-12-04,Parking Fee,-134.82
2025-08-17,Whole Foods Market,-87.35
2025-11-22,Rent Payment,-1528.53
2026-02-06,Internet Service,-84.01
2026-01-18,Rent Payment,-2998.09
2025-07-15,Home Depot,-40.11
2025-10-10,Internet Service,-192.63
2026-03-13,Starbucks Coffee,-210.6
2025-07-05,Restaurant Dinner,-93.6
2026-02-24,Apple iTunes,-378.59
2025-08-28,Software Subscription,-455.41
2025-10-11,Starbucks Coffee,-364.11
2026-01-31,Grocery Store,-419.67
2025-07-12,Amazon Purchase,-98.27
2025-07-12,Doctor Visit Copay,-468.87
2025-07-29,Hotel Stay,-257.45
2025-11-30,Target Store,-319.1
2025-09-26,Payroll Direct Deposit,3099.87
2026-04-19,Chipotle Mexican Grill,-416.8
2026-01-03,Software Subscription,-59.33
2025-09-21,Gym Membership,-100.19
2025-08-15,Software Subscription,-464.98
2025-07-27,Dental Cleaning,-353.04
2025-09-10,Target Store,-281.62
2025-12-29,Rent Payment,-1984.34
2026-01-31,Gas Station,-58.54
2025-09-18,Electric Bill,-433.93
2025-09-13,Software Subscription,-323.77
2025-10-14,Internet Service,-94.31
2025-10-28,Chipotle Mexican Grill,-331.58
2025-09-10,Walmart Supercenter,-446.61
2025-08-26,Dental Cleaning,-287.91
2026-04-03,Chipotle Mexican Grill,-446.62
2026-01-17,Insurance Premium,-124.96
2026-02-04,Shell Gas Station,-24.13
2026-05-07,Uber Ride,-234.35
2026-02-09,Flight Booking,-175.73
2026-03-14,Electric Bill,-19.93
2025-10-04,Flight Booking,-269.84
2025-09-19,Payroll Direct Deposit,3409.47
2025-11-19,Internet Service,-107.49
2026-01-01,Uber Ride,-461.67
2025-08-30,Insurance Premium,-230.92
2026-03-15,Gas Station,-245.98
2026-01-04,Home Depot,-218.9
2026-05-29,Walmart Supercenter,-196.26
2025-07-16,CVS Pharmacy,-201.09
2025-07-02,Flight Booking,-106.91
2025-09-07,Shell Gas Station,-361.82
2026-01-21,Insurance Premium,-130.04
2026-04-07,Payroll Direct Deposit,6254
2026-03-06,Shell Gas Station,-77.35
2025-07-24,Doctor Visit Copay,-26.33
2025-10-18,Uber Ride,-196.74
2026-01-02,Doctor Visit Copay,-382.99
2025-11-24,Apple iTunes,-342.8
2025-12-11,Internet Service,-343.81
2025-08-04,Grocery Store,-43.23
2026-04-02,Dental Cleaning,-85.49
2025-08-23,Payroll Direct Deposit,4870.22
2026-02-14,Target Store,-311.7
2026-03-24,Netflix Subscription,-227.45
2026-05-19,Uber Ride,-278.45
2026-01-07,Home Depot,-439.51
2026-01-17,Amazon Purchase,-86.22
2025-07-28,Rent Payment,-1289.05
2026-01-29,Software Subscription,-99.89
2026-02-24,Amazon Purchase,-64.29
2025-12-03,Doctor Visit Copay,-182.08
2026-03-26,Grocery Store,-291.4
2026-02-28,Home Depot,-353.3
2025-10-31,Shell Gas Station,-485.04
2026-04-18,Target Store,-489.09
2026-01-19,Insurance Premium,-138.43
2025-08-26,Amazon Purchase,-27.57
2026-04-29,Software Subscription,-6.67
2026-01-29,Insurance Premium,-237.65
2025-10-02,Software Subscription,-107.35
2025-12-06,Gas Station,-384.9
2026-03-19,Payroll Direct Deposit,3822.53
2026-05-23,CVS Pharmacy,-455.9
2026-03-14,Netflix Subscription,-160.3
2025-10-05,Spotify Premium,-272.56
2025-07-05,Gym Membership,-393.45
2025-11-13,Internet Service,-20.79
2025-11-17,Gym Membership,-168.81
2025-08-20,Internet Service,-405.78
2025-08-28,Dental Cleaning,-101.59
2026-02-04,Shell Gas Station,-367.81
2026-02-28,Target Store,-254.9
2025-11-27,Starbucks Coffee,-136.61
2026-04-06,Restaurant Dinner,-321.74
2025-11-18,Amazon Purchase,-413.55
2025-11-05,Apple iTunes,-403.92
2025-08-19,Apple iTunes,-193.63
2025-12-22,Gas Station,-254.85
2025-08-24,Whole Foods Market,-19.8
2025-09-29,Target Store,-249.25
2025-10-22,Parking Fee,-188.55
2026-03-19,Amazon Purchase,-394.49
2025-08-26,Uber Ride,-333.22
2026-02-04,Hotel Stay,-314.24
2025-12-14,Chipotle Mexican Grill,-169.02
2025-08-11,Internet Service,-212.76
2025-08-16,Chipotle Mexican Grill,-52.92
2026-02-02,Gas Station,-250.12
2026-02-24,Home Depot,-136.32
2025-09-04,Walmart Supercenter,-375.87
2025-08-30,Hotel Stay,-346.38
2026-04-06,Target Store,-105.5
2025-11-06,Chipotle Mexican Grill,-336.07
2026-03-18,Chipotle Mexican Grill,-454.24
2026-01-08,Target Store,-496.85
2026-02-04,Shell Gas Station,-276.32
2026-03-06,Home Depot,-101.63
2026-04-25,Hotel Stay,-443.95
2026-04-24,Parking Fee,-75.32
2025-08-06,Uber Ride,-212.48
2026-01-03,Apple iTunes,-416.61
2025-12-23,Electric Bill,-160.62
2025-08-22,Internet Service,-469.94
2025-09-22,Rent Payment,-2533.15
2026-01-30,Home Depot,-449.51
2025-09-27,Netflix Subscription,-457.63
2025-12-09,Rent Payment,-2490.74
2026-02-02,Dental Cleaning,-99.55
2025-11-03,Parking Fee,-236.07
2025-12-16,Chipotle Mexican Grill,-260
2025-09-13,Payroll Direct Deposit,4688.33
2025-09-18,Restaurant Dinner,-123.78
2025-11-11,Starbucks Coffee,-153
2025-12-30,Spotify Premium,-223.89
2025-08-08,Rent Payment,-1561.97
2026-02-21,Amazon Purchase,-91.86
2026-01-03,Spotify Premium,-361.18
2026-01-06,Gas Station,-197.7
2026-05-12,Restaurant Dinner,-427.34
2026-02-17,Grocery Store,-353.09
2026-04-22,Payroll Direct Deposit,4719.48
2026-05-29,Uber Ride,-422.28
2025-10-06,Netflix Subscription,-325.18
2025-08-21,Insurance Premium,-261.88
2026-04-25,Software Subscription,-138.3
2026-01-08,Gas Station,-13.83
2026-01-19,Parking Fee,-317
2025-08-27,Parking Fee,-240.56
2026-01-01,CVS Pharmacy,-183.23
2025-08-08,Doctor Visit Copay,-157.37
2025-10-17,Internet Service,-259.93
2026-02-28,Doctor Visit Copay,-173.37
2025-12-10,Rent Payment,-2853.75
2026-01-16,Shell Gas Station,-422.86
2025-07-29,Doctor Visit Copay,-491.15
2025-07-08,Software Subscription,-191.55
2026-01-28,Home Depot,-230.29
2025-09-06,Dental Cleaning,-373.7
2025-08-15,Grocery Store,-329.6
2025-09-01,Electric Bill,-469.75
2025-09-30,Chipotle Mexican Grill,-330.57
2025-12-01,Dental Cleaning,-323.75
2026-04-08,Home Depot,-407.34
2025-08-28,Chipotle Mexican Grill,-58.5
2025-12-28,Uber Ride,-480.24
2026-03-20,Rent Payment,-1931.75
2026-04-17,Software Subscription,-61.05
2025-09-16,Home Depot,-278.85
2026-04-28,Target Store,-248.51
2025-10-02,Walmart Supercenter,-376.18
2025-07-13,Payroll Direct Deposit,5579.57
2025-09-24,Insurance Premium,-376.53
2026-03-05,Hotel Stay,-39.14
2026-03-23,Target Store,-165.84
2026-05-23,Apple iTunes,-17.71
2026-04-07,Dental Cleaning,-208.75
2025-09-01,Gym Membership,-283.95
2025-07-06,Hotel Stay,-460.45
2026-02-08,Gas Station,-303.05
2025-07-12,Walmart Supercenter,-274.05
2025-12-07,Software Subscription,-127.39
2025-12-11,Insurance Premium,-57.8
2026-04-17,Payroll Direct Deposit,3339.18
2025-10-10,Netflix Subscription,-434.85
2026-03-13,Hotel Stay,-216.81
2025-08-22,Target Store,-167.57
2026-02-21,CVS Pharmacy,-264.08
2025-11-05,Insurance Premium,-332.73
2025-07-02,Walmart Supercenter,-292.86
2025-12-21,Grocery Store,-245.61
2025-09-14,Uber Ride,-324.27
2025-10-13,Whole Foods Market,-193.39
2026-02-02,Gym Membership,-184.22
2026-05-25,CVS Pharmacy,-310.81
2026-03-03,Dental Cleaning,-109.58
2025-10-16,Payroll Direct Deposit,7946.34
2025-09-24,Restaurant Dinner,-176.61
2026-01-21,Gas Station,-127.31
2025-12-29,Home Depot,-326.06
2026-01-29,Uber Ride,-29.11
2026-03-16,CVS Pharmacy,-82.17
2025-08-23,Rent Payment,-2422.78
2026-01-07,Netflix Subscription,-278.94
2026-04-26,Uber Ride,-275.22
2025-07-28,Chipotle Mexican Grill,-144.78
2026-03-14,Payroll Direct Deposit,4876.13
2025-12-26,Flight Booking,-431.39
2025-11-08,Chipotle Mexican Grill,-488.59
2026-03-22,CVS Pharmacy,-359.2
2026-01-05,Starbucks Coffee,-330.88
2026-03-04,Target Store,-230.11
2026-04-02,Shell Gas Station,-12.41
2025-12-10,Starbucks Coffee,-209.49
2026-05-27,Uber Ride,-187.3
2025-12-10,Doctor Visit Copay,-333.82
2026-05-21,Grocery Store,-455.57
2026-02-12,Insurance Premium,-341.77
2025-12-10,Uber Ride,-38
2026-05-09,Insurance Premium,-280.16
2025-10-01,Software Subscription,-371.5
2025-12-22,Starbucks Coffee,-485.62
2026-04-22,Dental Cleaning,-173.69
2026-02-11,Gym Membership,-155.43
2026-05-26,Restaurant Dinner,-277.97
2026-04-22,Home Depot,-453.07
2026-03-12,Doctor Visit Copay,-81.97
2026-04-01,Shell Gas Station,-63.52
2025-09-03,Starbucks Coffee,-464.62
2026-03-10,Gym Membership,-115.02
2026-02-17,Whole Foods Market,-284.09
2025-11-04,Insurance Premium,-469.37
2026-05-01,Apple iTunes,-275.8
2025-08-13,Amazon Purchase,-243.43
2025-11-15,Gym Membership,-57.11
2026-02-11,Home Depot,-11.05
2026-05-13,Software Subscription,-464.39
2025-11-22,Uber Ride,-117.78
2026-01-01,Home Depot,-136.37
